article_id,title,transport,sea,air,real,imaginary,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url,days
191986527,Amazing Aerial Prospects. SYDNEY TO LONDON IN FOUR DAYS.,y,,y,,y,985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),2,10/1/1919,Article,131,N,0,https://nla.gov.au/nla.news-article191986527,http://trove.nla.gov.au/newspaper/page/21857367,4
234140529,London to Sydney--Four Days.,y,,y,,y,1221,The Kyogle Examiner (NSW : 1912; 1914 - 1915; 1917 - 1954),2,11/1/1919,Article,167,N,0,https://nla.gov.au/nla.news-article234140529,http://trove.nla.gov.au/newspaper/page/25354575,4
80748422,AMAZING AERIAL PROSPECTS. Sydney to London in four days,y,,y,,y,281,Singleton Argus (NSW : 1880 - 1954),2,11/1/1919,Article,194,N,0,https://nla.gov.au/nla.news-article80748422,http://trove.nla.gov.au/newspaper/page/8072142,4
146331546,"WONDERFUL AIR SERVICE. LONDON TO SYDNEY IN FOUR DAYS. London, Jan. 8.",y,,y,,y,737,"The Pilbarra Goldfield News (Marble Bar, WA : 1897 - 1923)",3,14/1/1919,Article,187,N,0,https://nla.gov.au/nla.news-article146331546,http://trove.nla.gov.au/newspaper/page/18047946,4
156903511,Amazing Aerial Prospects. SYDNEY TO LONDON IN FOUR DAYS,y,,y,,y,657,The Scone Advocate (NSW : 1887 - 1954),1,14/1/1919,Article,172,N,0,https://nla.gov.au/nla.news-article156903511,http://trove.nla.gov.au/newspaper/page/17228784,4
72992618,Daring Air Schemes LONDON TO SYDNEY IN FIVE DAYS. GREAT PROJECTS MOOTED.,y,,y,,y,225,The Horsham Times (Vic. : 1882 - 1954),3,7/2/1919,Article,769,N,0,https://nla.gov.au/nla.news-article72992618,http://trove.nla.gov.au/newspaper/page/7095254,5
220549851,SYDNEY TO LONDON. A SIX-DAYS' TRIP.,y,,y,,y,1058,"The Daily Mail (Brisbane, Qld. : 1903; 1916 - 1926)",8,22/2/1919,Article,212,N,0,https://nla.gov.au/nla.news-article220549851,http://trove.nla.gov.au/newspaper/page/23544780,6
124342890,LONDON TO SYDNEY IN FIVE DAYS,y,,y,,y,506,The Sydney Stock and Station Journal (NSW : 1896 - 1924),4,11/3/1919,Article,202,N,0,https://nla.gov.au/nla.news-article124342890,http://trove.nla.gov.au/newspaper/page/13554813,5
158563974,"Australl'sa Aerial Activities LONDON TO SYDNEY IN 12 DAYS. LONDON, Thursday.",y,,y,,y,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",2,22/3/1919,Article,102,N,0,https://nla.gov.au/nla.news-article158563974,http://trove.nla.gov.au/newspaper/page/17046621,12
165250186,LONDON TO SYDNEY IN 12 DAYS.,y,,y,,y,558,Geelong Advertiser (Vic. : 1859 - 1929),3,22/3/1919,Article,134,N,0,https://nla.gov.au/nla.news-article165250186,http://trove.nla.gov.au/newspaper/page/19562529,12
222641442,"TWELVE-DAY MAIL LONDON TO SYDNEY Survey Progressing PARIS, Friday Night",y,,y,,y,1180,"The Sun (Sydney, NSW : 1910 - 1954)",6 S,22/3/1919,Article,259,N,0,https://nla.gov.au/nla.news-article222641442,http://trove.nla.gov.au/newspaper/page/24424548,12
243472087,"Australia s Future in the Air LONDON TO SYDNEY IN TWELVE DAYS IS OFFICIAL HOPE HOPE Hughes Seeks Aerial Mail Service PARIS, March 17.",y,,y,,y,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",1,22/3/1919,Article,246,N,0,https://nla.gov.au/nla.news-article243472087,http://trove.nla.gov.au/newspaper/page/26426350,12
66481329,THE AIR AGE LONDON TO SYDNEY IN FIVE DAYS,y,,y,,y,46,"Advocate (Burnie, Tas. : 1890 - 1954)",2,22/3/1919,Article,803,N,0,https://nla.gov.au/nla.news-article66481329,http://trove.nla.gov.au/newspaper/page/5221024,5
115137058,MAILS BY AEROPLANE. LONDON TO SYDNEY IN TWELVE DAYS.  MR. HUGHES SEEKS AERIAL SERVICE.  (United Service.) LONDON. March 17.,y,,y,,y,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",2,24/3/1919,Article,168,N,0,https://nla.gov.au/nla.news-article115137058,http://trove.nla.gov.au/newspaper/page/12296222,12
165258717,12 DAYS SYDNEY TO LONDON. AMERICAN NAVAL PLANES WILL TRY THE ATLANTIC FLIGHT.,y,,y,,y,558,Geelong Advertiser (Vic. : 1859 - 1929),4,24/3/1919,Article,230,N,0,https://nla.gov.au/nla.news-article165258717,http://trove.nla.gov.au/newspaper/page/19562540,12
65330380,"AUSTRALIA'S FUTURE IN THE AIR. LONDON TO SYDNEY IN TWELVE DAYS. PARIS, March 17.",y,,y,,y,108,Gippsland Times (Vic. : 1861 - 1954),3,24/3/1919,Article,110,N,0,https://nla.gov.au/nla.news-article65330380,http://trove.nla.gov.au/newspaper/page/6206088,12
234033391,London to Sydney. MAIL EVERY TWELVE DAYS.,y,,y,,y,1219,Casino and Kyogle Courier and North Coast Advertiser (NSW : 1904 - 1932),4,26/3/1919,Article,188,N,0,https://nla.gov.au/nla.news-article234033391,http://trove.nla.gov.au/newspaper/page/25278979,12
177217649,LONDON TO SYDNEY. ELEVEN DAYS' FLIGHT. LIEUT. HINKLER'S PLAN. SOME INTERESTING DETAILS.,y,,y,,y,892,Warwick Daily News (Qld. : 1919 -1954),5,27/5/1919,Article,533,N,0,https://nla.gov.au/nla.news-article177217649,http://trove.nla.gov.au/newspaper/page/20653567,11
187891802,HINKLER'S ARRANGEMENTS. LONDON-SYDNEY. IN 11 DAYS. AIRMAN CONFIDENT OF SUCCESS,y,,y,,y,861,"World (Hobart, Tas. : 1918 - 1924)",5,28/5/1919,Article,174,N,0,https://nla.gov.au/nla.news-article187891802,http://trove.nla.gov.au/newspaper/page/20169885,11
180509288,LONDON TO SYDNEY. ELEVEN DAYS' FLIGHT. LIEUT HINKLER'S PLAN.,y,,y,,y,903,Glen Innes Examiner (NSW : 1908 - 1954),2,12/6/1919,Article,466,N,0,https://nla.gov.au/nla.news-article180509288,http://trove.nla.gov.au/newspaper/page/20781346,11
239638703,THIRTY-KNOT LINERS. SYDNEY TO LONDON IN 25 DAYS.,y,y,,,y,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",7,5/8/1919,Article,177,N,0,https://nla.gov.au/nla.news-article239638703,http://trove.nla.gov.au/newspaper/page/25782364,25
51048117,SYDNEY TO LONDON IN 25 DAYS.,y,y,,,y,68,"Examiner (Launceston, Tas. : 1900 - 1954)",4 S,13/8/1919,Article,91,N,0,https://nla.gov.au/nla.news-article51048117,http://trove.nla.gov.au/newspaper/page/3120628,25
222299699,LONDON TO SYDNEY MAILS IN SEVEN DAYS [?]ossibilities of Future QUICKER THAN THE CABLES,y,,y,,y,1180,"The Sun (Sydney, NSW : 1910 - 1954)",6,9/12/1919,Article,744,N,0,https://nla.gov.au/nla.news-article222299699,http://trove.nla.gov.au/newspaper/page/24419519,7
45537031,MAILS IN SEVEN DAYS FROM LONDON [?] SYDNEY FUTURE POSSIBILITIES,y,,y,,y,53,"Barrier Miner (Broken Hill, NSW : 1888 - 1954)",2,15/12/1919,Article,539,N,0,https://nla.gov.au/nla.news-article45537031,http://trove.nla.gov.au/newspaper/page/3283864,7
228346354,London to Sydney MAILS IN SEVEN DAYS.,y,,y,,y,1183,Dubbo Dispatch and Wellington Independent (NSW : 1887 - 1932),2,23/12/1919,Article,653,N,0,https://nla.gov.au/nla.news-article228346354,http://trove.nla.gov.au/newspaper/page/24919185,7
15879738,SYDNEY TO LONDON. COMFORTABLY IN SIX DAYS. SIR ROSS SMITH'S CONFIDENCE.,y,,y,,y,35,The Sydney Morning Herald (NSW : 1842 - 1954),7,16/2/1920,Article,1286,N,8,https://nla.gov.au/nla.news-article15879738,http://trove.nla.gov.au/newspaper/page/1249972,6
27675518,"AUSTRALIA TO LONDON. A SIX-DAYS' SCHEDULE. SIR ROSS SMITH'S FORECAST. Sydney, Feb. 15.",y,,y,,y,30,"The West Australian (Perth, WA : 1879 - 1954)",4,16/2/1920,Article,295,N,0,https://nla.gov.au/nla.news-article27675518,http://trove.nla.gov.au/newspaper/page/2748420,6
113609755,"BY AIR. LONDON TO SYDNEY. Mails in Ten Days. AERIAL SERVICES. LONDON, June 7th.",y,,y,,y,468,Young Witness (NSW : 1915 - 1923),1 S,9/6/1921,Article,248,N,0,https://nla.gov.au/nla.news-article113609755,http://trove.nla.gov.au/newspaper/page/12157640,10
235652519,"EMPIRE AIR SERVICE. MAILS AND PASSENGERS. A COMPREHENSIVE SCHEME. LONDON TO SYDNEY IN 10 DAYS. LONDON, Tuesday Night.",y,,y,,y,1226,The Grafton Argus and Clarence River General Advertiser (NSW : 1874 - 1875; 1879 - 1882; 1888; 1892; 1899 - 1922),3,9/6/1921,Article,280,N,0,https://nla.gov.au/nla.news-article235652519,http://trove.nla.gov.au/newspaper/page/25425186,10
45564825,"IMPROVED OVERSEAS SERVICE BEING CONSIDERED IN BRITAIN TO SYDNEY IN 21 DAYS (United Service Message.) London, September 14.",y,y,,,y,53,"Barrier Miner (Broken Hill, NSW : 1888 - 1954)",4,15/9/1921,Article,197,N,0,https://nla.gov.au/nla.news-article45564825,http://trove.nla.gov.au/newspaper/page/3533346,21
242424519,"INTER-EMPIRE SHIPS SCHEME FOR FAST SERVICES Liverpool to Sydney In 20 Days STATE CONTROL ADVOCATED LONDON, Sept. 14.",y,y,,,y,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",7,16/9/1921,Article,205,N,0,https://nla.gov.au/nla.news-article242424519,http://trove.nla.gov.au/newspaper/page/26329880,20
258515218,"STATE-CONTROLLED SHIPS To Bring Sydney Within Twenty- Days of Liverpool A LONDON PROPOSAL(United Service.) LONDON, Wednesday.",y,y,,,y,1585,"Sunraysia Daily (Mildura, Vic. : 1920 - 1937)",3,16/9/1921,Article,198,N,0,https://nla.gov.au/nla.news-article258515218,http://trove.nla.gov.au/newspaper/page/28744080,20
142480366,LINKING UP. NEW STEAMSHIP SERVICE. ENGLISH BUSINESS MAN'S SCHEME. LIVERPOOL TO SYDNEY IN 20 DAYS. LONDON. Thursday.,y,y,,,y,687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",4,17/9/1921,Article,190,N,0,https://nla.gov.au/nla.news-article142480366,http://trove.nla.gov.au/newspaper/page/15628229,20
106624091,"INTER-EMPIRE SHIPS SCHEMES FOR FAST SERVICES  LIVERPOOL TO SYDNEY IN 20 DAYS.  (""Herald"" Special Representative.) LONDON September 14.",y,y,,,y,395,"Daily Herald (Adelaide, SA : 1910 - 1924)",5,19/9/1921,Article,212,N,0,https://nla.gov.au/nla.news-article106624091,http://trove.nla.gov.au/newspaper/page/10588009,20
174196817,"A RECORD TRIP. LONDON TO SYDNEY IN 28 DAYS. SYDNEY, Friday.",y,y,,y,,834,Darling Downs Gazette (Qld. : 1881 - 1922),9,29/10/1921,Article,46,N,0,https://nla.gov.au/nla.news-article174196817,http://trove.nla.gov.au/newspaper/page/19756899,28
217100063,"LONDON TO SYDNEY. IN FOUR AND A HALF DAYS. BY .EXPRESS MAIL AEROPLANE. LONDON, Tuesday.",y,,y,,y,1071,The Bundaberg Mail (Qld. : 1917 - 1925),3,31/1/1922,Article,65,N,0,https://nla.gov.au/nla.news-article217100063,http://trove.nla.gov.au/newspaper/page/23580220,4.5
31662110,"In Four-and-a-Half Days. LONDON TO SYDNEY,",y,,y,,y,87,The Queanbeyan Age and Queanbeyan Observer (NSW : 1915 - 1927),2,31/1/1922,Article,47,N,0,https://nla.gov.au/nla.news-article31662110,http://trove.nla.gov.au/newspaper/page/4321617,4.5
16005708,OVERDUE AT LONDON NORWEGIAN BARQUE. 181 DAYS FROM SYDNEY.,,,,,,35,The Sydney Morning Herald (NSW : 1842 - 1954),13,3/6/1922,Article,148,N,0,https://nla.gov.au/nla.news-article16005708,http://trove.nla.gov.au/newspaper/page/1238846,181
194722553,"ACROSS THE PACIFIC. FROM SAN FRANCISCO TO SYDNEY FIVE DAYS' FLIGHT PROJECTED. LONDON, Wednesday.",,,,,,1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",5,21/7/1922,Article,147,N,0,https://nla.gov.au/nla.news-article194722553,http://trove.nla.gov.au/newspaper/page/21792522,5
16023716,AERIAL SCHEME. SYDNEY TO LONDON. IN TWELVE DAYS. BRITAIN CO-OPERATING.,y,,y,,y,35,The Sydney Morning Herald (NSW : 1842 - 1954),13,9/9/1922,Article,594,N,0,https://nla.gov.au/nla.news-article16023716,http://trove.nla.gov.au/newspaper/page/1238465,12
177880661,"Airship Service Sydney to London Twelve Days Journey SYDNEY, September 9.",y,,y,,y,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",18 S,9/9/1922,Article,60,N,0,https://nla.gov.au/nla.news-article177880661,http://trove.nla.gov.au/newspaper/page/19642396,12
177881772,Airship Service Sydney to London Twelve Days' Journey,y,,y,,y,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",2,11/9/1922,Article,64,N,0,https://nla.gov.au/nla.news-article177881772,http://trove.nla.gov.au/newspaper/page/19642412,12
111123621,AIR SERVICE TO LONDON. TWELVE DAYS FROM SYDNEY.,y,,y,,y,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",6 S,20/9/1922,Article,599,N,0,https://nla.gov.au/nla.news-article111123621,http://trove.nla.gov.au/newspaper/page/9740096,12
128210625,"SYDNEY TO LONDON BY AIRSHIP. WEEKLY SERVICE; TWELVE DAYS ON VOYAGE What This Will Mean in the Development of Australia BY SIR KEITH SMITH, K.B.E",y,,y,,y,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",1,24/9/1922,Article,1320,N,0,https://nla.gov.au/nla.news-article128210625,http://trove.nla.gov.au/newspaper/page/13786267,12
246666125,"UNEMPLOYED ANGRY Three Days' Work at Christmas WILL TELL LONDON SYDNEY, Wednesday.",,,,,,1190,"The Herald (Melbourne, Vic. : 1861 - 1954)",5,3/1/1923,Article,268,N,0,https://nla.gov.au/nla.news-article246666125,http://trove.nla.gov.au/newspaper/page/26458459,3
163183942,"ONLY 86 DAYS Barque Goes To London SYDNEY, Thursday.",y,y,,y,,651,The Newcastle Sun (NSW : 1918 - 1954),5,22/11/1923,Article,55,N,0,https://nla.gov.au/nla.news-article163183942,http://trove.nla.gov.au/newspaper/page/16030818,86
245999636,FAST TRAVELLING LONDON TO SYDNEY-- 29 DAYS,y,y,,y,,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",5,22/11/1923,Article,103,N,0,https://nla.gov.au/nla.news-article245999636,http://trove.nla.gov.au/newspaper/page/26879113,29
36619400,"20-KNOT LINERS. TO AUSTRALIA IN NINETEEN DAYS. From our Special Correspondent. It would need. Sir John Biles estimates, a subsidy of nearly half a million a year to make a 20-knot service between London and Sydney via Suez, possible. This would mean that mails could be landed in Fremantle in 19 days. London November 1, 1923.",,,,,,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",13,3/12/1923,Article,841,N,0,https://nla.gov.au/nla.news-article36619400,http://trove.nla.gov.au/newspaper/page/2414012,19
119212264,"ALL RED ROUTE LONDON TO SYDNEY IN 5½ DAYS LONDON, Tuesday Night.",y,,y,,y,508,"Evening News (Sydney, NSW : 1869 - 1931)",1,7/5/1924,Article,60,N,0,https://nla.gov.au/nla.news-article119212264,http://trove.nla.gov.au/newspaper/page/12601682,5.5
189287466,SIX DAYS. LONDON TO SYDNEY. BRITISH AERIAL ADVANCE. AN ALL RED ROUTE.,y,,y,,y,892,Warwick Daily News (Qld. : 1919 -1954),5,8/5/1924,Article,170,N,0,https://nla.gov.au/nla.news-article189287466,http://trove.nla.gov.au/newspaper/page/21045151,6
245721029,"AIR SERVICE London to Sydney FIVE AND A HALF DAYS WINGED TANKERS LONDON, May 7.",y,,y,,y,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",7,8/5/1924,Article,267,N,0,https://nla.gov.au/nla.news-article245721029,http://trove.nla.gov.au/newspaper/page/26844498,5.5
258447844,"LONDON TO SYDNEY AIRWAY Express ’Plane Service to Take 5½ Days ELEVEN STATIONS EN ROUTE(Australian Press Association.) LONDON, Tuesday.",y,,y,,y,1585,"Sunraysia Daily (Mildura, Vic. : 1920 - 1937)",3,8/5/1924,Article,133,N,0,https://nla.gov.au/nla.news-article258447844,http://trove.nla.gov.au/newspaper/page/28748204,5.5
4367229,"AIR WAY TO SYDNEY. GIANT AEROPLANES. By Express in 5½ Days. LONDON, May 7.",y,,y,,y,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",9,8/5/1924,Article,293,N,0,https://nla.gov.au/nla.news-article4367229,http://trove.nla.gov.au/newspaper/page/430026,5.5
107649293,LONDON TO SYDNEY. IN 5½ DAYS. NEW AERIAL SERVICE.,y,,y,,y,469,The Muswellbrook Chronicle (NSW : 1898 - 1955),5,9/5/1924,Article,325,N,0,https://nla.gov.au/nla.news-article107649293,http://trove.nla.gov.au/newspaper/page/11562775,5.5
80951963,BIG AIR SCHEME LONDON IP SYDNEY IN 5½ DAYS.,y,,y,,y,281,Singleton Argus (NSW : 1880 - 1954),5,10/5/1924,Article,145,N,0,https://nla.gov.au/nla.news-article80951963,http://trove.nla.gov.au/newspaper/page/7859672,5.5
245703684,"AIR TRAVEL Nine Days to Sydney PYRAMIDS THROWN IN LONDON, May 18.",y,,y,,y,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",7,20/5/1924,Article,99,N,0,https://nla.gov.au/nla.news-article245703684,http://trove.nla.gov.au/newspaper/page/26844644,9
57389587,"POLAR AIR ROUTE London to Tokio, 4½ Days. SYDNEY, Wednesday.",,,,,,89,"The Register (Adelaide, SA : 1901 - 1929)",10,29/5/1924,Article,307,N,0,https://nla.gov.au/nla.news-article57389587,http://trove.nla.gov.au/newspaper/page/4543263,4.5
165269881,"IN TEN DAYS London to Sydney SINGLE FARE £120 AUCKLAND, Tuesday.",y,,y,,y,651,The Newcastle Sun (NSW : 1918 - 1954),3,19/8/1924,Article,424,N,0,https://nla.gov.au/nla.news-article165269881,http://trove.nla.gov.au/newspaper/page/16035810,10
107650921,LONDON TO SYDNEY IN TEN DAYS. AUCKLAND.,y,,y,,y,469,The Muswellbrook Chronicle (NSW : 1898 - 1955),4,22/8/1924,Article,311,N,0,https://nla.gov.au/nla.news-article107650921,http://trove.nla.gov.au/newspaper/page/11563006,10
119977980,TEN DAYS LONDON-SYDNEY BIG AIR SCHEME Sir K. Smith Back,y,,y,,y,508,"Evening News (Sydney, NSW : 1869 - 1931)",6,23/8/1924,Article,400,N,0,https://nla.gov.au/nla.news-article119977980,http://trove.nla.gov.au/newspaper/page/12602817,10
219444197,10-DAY FLIGHT LONDON TO SYDNEY SIR KEITH SMITH'S VIEW.,y,,y,,y,1058,"The Daily Mail (Brisbane, Qld. : 1903; 1916 - 1926)",6,25/8/1924,Article,439,N,0,https://nla.gov.au/nla.news-article219444197,http://trove.nla.gov.au/newspaper/page/23676181,10
226426761,"TO LONDON IN TEN DAYS GREAT AIRSHIP SERVICE SCHEME SIR KEITH SMITH ENTHUSIASTIC NEGOTIATIONS WITH FEDERAL MINISTRY SYDNEY, Sunday.",y,,y,,y,68,"Examiner (Launceston, Tas. : 1900 - 1954)",5,25/8/1924,Article,234,N,0,https://nla.gov.au/nla.news-article226426761,http://trove.nla.gov.au/newspaper/page/22207974,10
216853033,"10 Day Flight. LONDON TO SYDNEY. SIR KEITH SMITH'S VIEW. Sydney, August 24.",y,,y,,y,1064,The Beaudesert Times (Qld. : 1908 - 1954),3,29/8/1924,Article,437,N,0,https://nla.gov.au/nla.news-article216853033,http://trove.nla.gov.au/newspaper/page/23426847,10
39334596,"SYDNEY TO LONDON IN 10 DAYS. SIR KEITH SMITH'S TASK. SYDNEY, Monday.",y,,y,,y,102,The Longreach Leader (Qld. : 1923 - 1954),20,29/8/1924,Article,85,N,0,https://nla.gov.au/nla.news-article39334596,http://trove.nla.gov.au/newspaper/page/3935130,10
193353405,PROPOSED BRITAIN TO A USTRALIA AIRSHIP SERVICE. LONDON TO SYDNEY IN 10 DAYS.,y,,y,,y,899,Bowen Independent (Qld. : 1911 - 1954),4,13/9/1924,Article,84,N,0,https://nla.gov.au/nla.news-article193353405,http://trove.nla.gov.au/newspaper/page/20880490,10
128146385,SYDNEY TO LONDON IN TEN DAYS.,y,,y,,y,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,26/10/1924,Article,247,Y,0,https://nla.gov.au/nla.news-article128146385,http://trove.nla.gov.au/newspaper/page/13784760,10
115937007,AIR LINERS London to Sydney TEN DAYS' TRIP,y,,y,,y,451,"The Farmer and Settler (Sydney, NSW : 1906 - 1955)",3,7/11/1924,Article,136,N,0,https://nla.gov.au/nla.news-article115937007,http://trove.nla.gov.au/newspaper/page/11745794,10
249350677,"BY AIR TO LONDON BIG TRAVEL PLAN SEVEN DAYS TO LONDON. SYDNEY, Friday.",y,,y,,y,1134,"The Daily Express (Wagga Wagga, NSW : 1919 - 1930)",8,29/8/1925,Article,329,N,0,https://nla.gov.au/nla.news-article249350677,http://trove.nla.gov.au/newspaper/page/27571110,7
234062573,"SYDNEY-LONDON IN 912 DAYS. SYDNEY, Tuesday.",y,,y,,y,1220,"Macleay Argus (Kempsey, NSW : 1885 - 1907; 1909 - 1910; 1912 - 1913; 1915 - 1916; 1918 - 1954)",3,1/9/1925,Article,96,N,0,https://nla.gov.au/nla.news-article234062573,http://trove.nla.gov.au/newspaper/page/25286062,9.5
124163012,AIR SERVICE EGYPT TO AUSTRALIA. SYDNEY-LONDON FIVE DAYS. LONDON. Jan 28.,y,,y,,y,492,The Maitland Daily Mercury (NSW : 1894 - 1939),8,30/1/1926,Article,222,N,0,https://nla.gov.au/nla.news-article124163012,http://trove.nla.gov.au/newspaper/page/13115405,5
145268978,"London By Air FIVE DAYS FROM SYDNEY. LONDON, Friday.",y,,y,,y,687,"Daily Advertiser (Wagga Wagga, NSW : 1911 - 1954)",4,30/1/1926,Article,102,N,0,https://nla.gov.au/nla.news-article145268978,http://trove.nla.gov.au/newspaper/page/15652932,5
21019830,"IN FIVE DAYS. SYDNEY TO LONDON. AIR SERVICE POSSIBILITIES. (Australian Press Association.) LONDON, January 28.",y,,y,,y,16,The Brisbane Courier (Qld. : 1864 - 1933),7,30/1/1926,Article,180,N,0,https://nla.gov.au/nla.news-article21019830,http://trove.nla.gov.au/newspaper/page/1632900,5
245841333,"IN FIVE DAYS Sydney to London AERIAL POSSIBILITIES LONDON, January 28.",y,,y,,y,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",1,30/1/1926,Article,166,N,0,https://nla.gov.au/nla.news-article245841333,http://trove.nla.gov.au/newspaper/page/26837269,5
3732021,"Sydney to London. Five Days and Nights by Air. LONDON, Jan. 28.",y,,y,,y,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",33,30/1/1926,Article,185,N,0,https://nla.gov.au/nla.news-article3732021,http://trove.nla.gov.au/newspaper/page/445244,5
136331472,"AIR SERVICE EGYPT TO AUSTRALIA. SYDNEY-lONDON FIVE DAYS. LONDON, Jan. 28.",y,,y,,y,493,The Maitland Weekly Mercury (NSW : 1894 - 1931),15,6/2/1926,Article,218,N,0,https://nla.gov.au/nla.news-article136331472,http://trove.nla.gov.au/newspaper/page/15664192,5
200995411,LONDON TO SYDNEY IN FIVE DAYS.,y,,y,,y,971,"The South Eastern Times (Millicent, SA : 1906 - 1954)",3,12/2/1926,Article,133,N,0,https://nla.gov.au/nla.news-article200995411,http://trove.nla.gov.au/newspaper/page/22505251,5
117290809,GIANT AIRSHIP TWO YEARS BUILDING 11 DAYS TO SYDNEY LONDON Sunday.,y,,y,,y,508,"Evening News (Sydney, NSW : 1869 - 1931)",7,1/3/1926,Article,166,N,0,https://nla.gov.au/nla.news-article117290809,http://trove.nla.gov.au/newspaper/page/12325434,11
124165067,"AIR VOYAGES LONDON TO SYDNEY. Eleven Days' Trip. LONDON, Feb. 28.",y,,y,,y,492,The Maitland Daily Mercury (NSW : 1894 - 1939),5,2/3/1926,Article,314,N,0,https://nla.gov.au/nla.news-article124165067,http://trove.nla.gov.au/newspaper/page/13115605,11
153145424,"NEW AIRSHIP. FOR DOMINION SERVICE. LONDON SYDNEY IN 11 DAYS. LONDON, Sunday.",y,,y,,y,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",5,2/3/1926,Article,183,N,0,https://nla.gov.au/nla.news-article153145424,http://trove.nla.gov.au/newspaper/page/17813358,11
168811418,"NEW AIRSHIP. LONDON TO SYDNEY IN 11 DAYS' London, February 28.",y,,y,,y,837,"Daily Mercury (Mackay, Qld. : 1906 - 1954)",5,2/3/1926,Article,190,N,0,https://nla.gov.au/nla.news-article168811418,http://trove.nla.gov.au/newspaper/page/18886739,11
183640376,YESTERDAY'S WIRES LONDON TO SYDNEY IN 11 DAYS.,y,,y,,y,903,Glen Innes Examiner (NSW : 1908 - 1954),8,2/3/1926,Article,177,N,0,https://nla.gov.au/nla.news-article183640376,http://trove.nla.gov.au/newspaper/page/21093451,11
249390017,"LET US FLY AIRSHIP DEVELOPMENT SYDNEY TO LONDON 11 DAYS LONDON, Feb. 28.",y,,y,,y,1134,"The Daily Express (Wagga Wagga, NSW : 1919 - 1930)",1,2/3/1926,Article,174,N,0,https://nla.gov.au/nla.news-article249390017,http://trove.nla.gov.au/newspaper/page/27571835,11
253853477,LONDON TO SYDNEY. TRIP IN ELEVEN DAYS ? Mammoth Airship. ENGLISH ENTERPRISE. (Australian Press Association.),y,,y,,y,1481,Toowoomba Chronicle and Darling Downs Gazette (Qld. : 1922 - 1933),5,2/3/1926,Article,182,N,0,https://nla.gov.au/nla.news-article253853477,http://trove.nla.gov.au/newspaper/page/28171016,11
258271295,"NEW AIRSHIP R101 To be Nearly Twice as Large as the R33 ELEVEN DAYS TO SYDNEY LONDON, Sunday.",y,,y,,y,1585,"Sunraysia Daily (Mildura, Vic. : 1920 - 1937)",3,2/3/1926,Article,174,N,0,https://nla.gov.au/nla.news-article258271295,http://trove.nla.gov.au/newspaper/page/28762585,11
40527001,"BIG IMPERIAL AIR SERVICES. BRITAIN AND AUSTRALIA. LONDON TO SYDNEY IN 11 DAYS. London, Feb. 28.",y,,y,,y,61,Cairns Post (Qld. : 1909 - 1954),5,2/3/1926,Article,190,N,0,https://nla.gov.au/nla.news-article40527001,http://trove.nla.gov.au/newspaper/page/3076155,11
43912970,"A GIANT AIRSHIP. LONDON TO SYDNEY IN ELEVEN DAYS. LONDON, February 28.",y,,y,,y,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",13,2/3/1926,Article,103,N,0,https://nla.gov.au/nla.news-article43912970,http://trove.nla.gov.au/newspaper/page/2429933,11
91616556,"ENGLAND TO SYDNEY Eleven Days by Air PROPOSED NEW SERVICE LONDON, Feb. 28.",y,,y,,y,68,"Examiner (Launceston, Tas. : 1900 - 1954)",5,2/3/1926,Article,172,N,0,https://nla.gov.au/nla.news-article91616556,http://trove.nla.gov.au/newspaper/page/7238756,11
93624671,"BIGGEST AIRSHIP FOR SERVICE TO INDIA TO SYDNEY IN 11 DAYS CONSTRUCTION STARTS THIS MONTH (Reuter.) LONDON, Sunday.",y,,y,,y,81,"Northern Star (Lismore, NSW : 1876 - 1954)",5,2/3/1926,Article,213,N,0,https://nla.gov.au/nla.news-article93624671,http://trove.nla.gov.au/newspaper/page/8859130,11
